X,Y,OBJECTID,UNITID,SIGID,MAINSTREET,CROSSSTREET,OWNER2,ROUTE,MILEPOINT,DESCRIPTION,TIMES,OWNER,TYPE,INTID,ATMSID
-85.6817420064699,38.1672777552962,882,MPW008752,SIG008752,POPLAR LEVEL,RANGELAND,S,KY-864,8.88,POPLAR LEVEL @ RANGELAND,24 HOURS,KYTC,1,2,
-85.6992487979043,38.1608787429751,883,MPW018010,SIG018010,FOREST,PRESTON,S,KY-61,5.67,FOREST @ PRESTON,24 HOURS,KYTC,1, 1878522725144,
-85.7769894867965,38.1216755209753,884,MPW004441,SIG004441,NEW CUT,KY-841 RAMP,S,KY-1865,0.67,NEW CUT @ KY-841 RAMP,24 HOURS,KYTC,1,196184553E918,
-85.7658114145443,38.1839160252307,885,MPW005221,SIG005221,3RD,WELLINGTON,M,,,3RD @ WELLINGTON,24 HOURS,METRO,1, 2013864387102,
-85.7594380482144,38.1473709694072,886,MPW005569,SIG005569,ENTERPRISE,NATIONAL,S,KY-1020,5.18,ENTERPRISE @ NATIONAL,24 HOURS,KYTC,1, 2036919554535,
-85.6791630661569,38.1953458583053,887,MPW008888,SIG008888,BASHFORD MANOR,NEWBURG,S,KY-1703,1.55,BASHFORD MANOR @ NEWBURG,24 HOURS,KYTC,1, 2042604044552,
-85.7508923927152,38.1914016414994,888,MPW005953,SIG005953,CRITTENDEN,I 264 RAMP,S,KY-1631,0.2,CRITTENDEN @ I 264 RAMP,24 HOURS,KYTC,1, 2101313429995,
-85.8931213693837,38.1254473596045,889,MPW000102,SIG000102,TRADE PORT,GREENBELT,S,KY-1934,2.88,TRADE PORT @ GREENBELT,24 HOURS,KYTC,1, 2219120128324,
-85.8444058940827,38.1180099375917,890,MPW001450,SIG001450,STONESTREET,VALLEY COLLEGE,M,,,STONESTREET @ VALLEY COLLEGE,24 HOURS,METRO,1, 2230561798401,
-85.8415069040956,38.1072977630214,891,MPW001513,SIG001513,3RD STREET,VALLEY STATION,S,KY-907,1.44,3RD STREET @ VALLEY STATION,24 HOURS,KYTC,1, 2247064406826,
-85.8667212432688,38.1076533287423,892,MPW000738,SIG000738,DIXIE,VALLEY STATION,S, US-31W,8.63,DIXIE @ VALLEY STATION,24 HOURS,KYTC,1, 2309216126826,
-85.8719263203064,38.0990503208774,893,MPW000538,SIG000538,DIXIE GARDEN,DIXIE,S, US-31W,7.98,DIXIE GARDEN @ DIXIE,24 HOURS,KYTC,1, 2310816111612,
-85.8349460727896,38.1760168170351,894,MPW001727,SIG001727,GRASTON,ROCKFORD,S,KY-2051,0.65,GRASTON @ ROCKFORD,24 HOURS,KYTC,1, 2365526215560,
-85.6747312096934,38.1438005647582,895,MPW009056,SIG009056,MCCAWLEY,JEFFERSON,M,,,MCCAWLEY @ JEFFERSON,24 HOURS,METRO,1, 2422642808339,
-85.6283962205637,38.2451770000963,896,MPW017862,SIG017862,SHERBURN,BOWLING,M,,,SHERBURN @ BOWLING,24 HOURS,METRO,1,2943159508963,
-85.5405188678222,38.2954434230156,897,MPW018008,SIG018008,CHAMBERLAIN,I 265 RAMP,M,,,CHAMBERLAIN @ I 265 RAMP,24 HOURS,METRO,1,  173810539996,
-85.6633791046314,38.2011732745334,898,MPW017870,SIG017870,BARDSTOWN,PARIS,S,US-31E,11.174,BARDSTOWN @ PARIS,24 HOURS,KYTC,1,  376403844951,
-85.7598915789961,38.2134911995163,899,MPW017867,SIG017867,EASTERN,3RD,S,US-60,3.5,EASTERN @ 3RD,24 HOURS,KYTC,1, 1427818356438,
-85.797744784683,38.2365329590586,900,MPW003303,SIG003303,CYPRESS,DUMESNIL,M,,,CYPRESS @ DUMESNIL,24 HOURS,METRO,1, 1506413741698,
-85.7282673741924,38.2365162665151,901,MPW006947,SIG006947,BARRET,KENTUCKY,M,,,BARRET @ KENTUCKY,24 HOURS,METRO,1, 1515203953531,
-85.7829607265772,38.196267267542,902,MPW004161,SIG004161,BERRY,TAYLOR,S,US-60,1.473,BERRY @ TAYLOR,24 HOURS,KYTC,1, 1528805056392,
-85.7312820303935,38.2538742118841,903,MPW006848,SIG006848,E MAIN ST,S JOHNSON ST,S,US 31W,16.739,E MAIN ST @ S JOHNSON ST,24 HOURS,KYTC,1, 1552033513352,
-85.7342473208229,38.2513643252194,904,MPW006733,SIG006733,JEFFERSON,WENZEL,M,,,JEFFERSON @ WENZEL,24 HOURS,METRO,1, 1553333267101,
-85.7617219163214,38.2463309016841,905,MPW005558,SIG005558,BROADWAY,6TH,S,US 150,2.172,BROADWAY @ 6TH,24 HOURS,KYTC,1, 1555607026009,
-85.7600512517023,38.2462085029674,906,MPW005640,SIG005640,BROADWAY,5TH,S,US 150,2.291,BROADWAY @ 5TH,24 HOURS,KYTC,1, 1555807022207,
-85.7567208512497,38.2459650378868,907,MPW005785,SIG005785,BROADWAY,3RD,S,US 150,2.474,BROADWAY @ 3RD,24 HOURS,KYTC,1, 1556107026438,
-85.7289625044851,38.2462446939883,908,MPW006927,SIG006927,BAXTER,PAYNE,S,US-31E,16.137,BAXTER @ PAYNE,24 HOURS,KYTC,1, 1556204174996,
-85.7562270611137,38.2487706498669,909,MPW005804,SIG005804,CHESTNUT,3RD,M,KY-1020,12.295,CHESTNUT @ 3RD,24 HOURS,METRO,1, 1558511146438,
-85.7628448697425,38.2495000980494,910,MPW005507,SIG005507,CHESTNUT,7TH,M,,,CHESTNUT @ 7TH,24 HOURS,METRO,1, 1561611145899,
-85.8047154776193,38.1971030545058,911,MPW002928,SIG002928,DIXIE,NOBEL,S, US-31W,15.72,DIXIE @ NOBEL,24 HOURS,KYTC,1, 1579316123103,
-85.6929954371634,38.2546525207479,912,MPW008332,SIG008332,BAYLY,FRANKFORT,S,US-60,1.51,BAYLY @ FRANKFORT,24 HOURS,KYTC,1, 1593604232323,
-85.7052780131753,38.2433242037739,913,MPW007703,SIG007703,CHEROKEE,GRINSTEAD,S,US-60,7.753,CHEROKEE @ GRINSTEAD,24 HOURS,KYTC,1, 1601310992663,
-85.7527142826632,38.2282299319199,914,MPW005910,SIG005910,FLOYD,MAGNOLIA,M,,,FLOYD @ MAGNOLIA,24 HOURS,METRO,1, 1615622544129,
-85.7533209091857,38.2248626146733,915,MPW005878,SIG005878,FLOYD,HILL,M,,,FLOYD @ HILL,24 HOURS,METRO,1, 1618622542933,
-85.7469074236173,38.2375687325887,916,MPW006172,SIG006172,JACKSON,KENTUCKY,S,KY-61,11.761,JACKSON @ KENTUCKY,24 HOURS,KYTC,1, 1634532923531,
-85.7428684033453,38.2371542442672,917,MPW006354,SIG006354,CLAY,KENTUCKY,M,,,CLAY @ KENTUCKY,24 HOURS,METRO,1, 1635011673531,
-85.7382863286053,38.2518060728307,918,MPW006580,SIG006580,JEFFERSON,SHELBY,M,,,JEFFERSON @ SHELBY,24 HOURS,METRO,1, 1639433265937,
-85.7385186355886,38.2504597931911,919,MPW006571,SIG006571,LIBERTY,SHELBY,M,,,LIBERTY @ SHELBY,24 HOURS,METRO,1, 1640338445937,
-85.747197500557,38.2477986799431,920,MPW006168,SIG006168,CHESTNUT,PRESTON,S,KY-61,12.546,CHESTNUT @ PRESTON,24 HOURS,KYTC,1, 1643611135143,
-85.7475898264139,38.2452915344732,921,MPW006146,SIG006146,BROADWAY,PRESTON,S,US 150,2.964,BROADWAY @ PRESTON,24 HOURS,KYTC,1, 1647507015143,
-85.7415415255832,38.2448383767288,922,MPW006430,SIG006430,BROADWAY,CLAY,S,US 150,3.303,BROADWAY @ CLAY,24 HOURS,KYTC,1, 1647907011167,
-85.7339639246475,38.2442701215414,923,MPW006739,SIG006739,BARRET,BROADWAY,S,US 150,3.719,BARRET @ BROADWAY,24 HOURS,KYTC,1, 1648503950701,
-85.7661622802901,38.2402081281336,924,MPW005291,SIG005291,8TH,KENTUCKY,M,,,8TH @ KENTUCKY,24 HOURS,METRO,1, 1665718853532,
-85.759564727711,38.2533370059601,925,MPW005676,SIG005676,ARMORY,LIBERTY,M,,,ARMORY @ LIBERTY,24 HOURS,METRO,1, 1673001673845,
-85.7608061007005,38.2515038772012,926,MPW005610,SIG005610,6TH,MUHAMMAD ALI,M,,,6TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1674260097012,
-85.7539258032954,38.2527140833892,927,MPW005879,SIG005879,LIBERTY,2ND,S,KY-1020,12.572,LIBERTY @ 2ND,24 HOURS,KYTC,1, 1677238455872,
-85.752528033464,38.2505988058887,928,MPW005934,SIG005934,1ST,MUHAMMAD ALI,M,,,1ST @ MUHAMMAD ALI,24 HOURS,METRO,1, 1678022237011,
-85.7503955151388,38.2576467150388,929,MPW006063,SIG006063,BINGHAM,WITHERSPOON,S,KY-3077,0.653,BINGHAM @ WITHERSPOON,24 HOURS,KYTC,1, 1678586188619,
-85.7716655416404,38.2568741960435,930,MPW004951,SIG004951,MARKET,13TH,S,US 31W,21.008,MARKET @ 13TH,24 HOURS,KYTC,1, 1679442146442,
-85.7719450331877,38.2554815730103,931,MPW004937,SIG004937,JEFFERSON,13TH,M,,,JEFFERSON @ 13TH,24 HOURS,METRO,1, 1680033276442,
-85.7648035251488,38.2575403068728,932,MPW005400,SIG005400,MAIN,9TH,S,US 31W,21.473,MAIN @ 9TH,24 HOURS,KYTC,1, 1687841394568,
-85.7656029384903,38.2520354627589,933,MPW005344,SIG005344,ROY WILKINS,MUHAMMAD ALI,M,,,ROY WILKINS @ MUHAMMAD ALI,24 HOURS,METRO,1, 1688662077012,
-85.8254916864101,38.2083596476634,934,MPW002027,SIG002027,CANE RUN,RALPH,S,KY-1934,10.09,CANE RUN @ RALPH,24 HOURS,KYTC,1, 1747509345394,
-85.8268755669023,38.2072903681798,935,MPW001969,SIG001969,CANE RUN,I 264 RAMP,S,KY-1934,9.96,CANE RUN @ I 264 RAMP,24 HOURS,KYTC,1, 1767709349995,
-85.8286285738975,38.2059708757052,936,MPW001898,SIG001898,CANE RUN,I 264 RAMP,S,KY-1934,9.84,CANE RUN @ I 264 RAMP,24 HOURS,KYTC,1, 1767909349995,
-85.7772065479697,38.1193462072539,937,MPW004425,SIG004425,NEW CUT,KY-841 RAMP,S,KY-1865,0.68,NEW CUT @ KY-841 RAMP,24 HOURS,KYTC,1,177554553E918,
-85.6969658815833,38.1568493976473,938,MPW008009,SIG008009,FERN VALLEY,PRESTON,S,KY-61,5.36,FERN VALLEY @ PRESTON,24 HOURS,KYTC,1,2,
-85.7991984734601,38.1812631197405,939,MPW003131,SIG003131,ANNA,MANSLICK,S,KY-1931,7.377,ANNA @ MANSLICK,24 HOURS,KYTC,1, 1819901254163,
-85.7041317384413,38.1664561721513,940,MPW007692,SIG007692,PRESTON,VINEWOOD,S,KY-61,6.13,PRESTON @ VINEWOOD,24 HOURS,KYTC,1,2,
-85.6924803386361,38.1488069117624,941,MPW008243,SIG008243,OAKLAWN,PRESTON,S,KY-61,4.76,OAKLAWN @ PRESTON,24 HOURS,KYTC,1, 1895547265144,
-85.6737502311015,38.1379442994898,942,MPW009091,SIG009091,OUTER,LAUREL RIDGE,S,KY-1065,6.86,OUTER @ LAUREL RIDGE,24 HOURS,KYTC,1, 1926948156797,
-85.7023003366113,38.136723331654,943,MPW007741,SIG007741,OUTER,I 65 RAMP,S,KY-1065,5.18,OUTER @ I 65 RAMP,24 HOURS,KYTC,1, 1943248159998,
-85.766223751997,38.1815760423274,944,MPW005200,SIG005200,3RD,WOODLAWN,M,,,3RD @ WOODLAWN,24 HOURS,METRO,1, 2014564387292,
-85.748165237552,38.1192782096578,945,MPW006041,SIG006041,NATIONAL,KY-841 RAMP,S,KY-1020,3,NATIONAL @ KY-841 RAMP,24 HOURS,KYTC,1,211074535E918,
-85.8747405272069,38.1217364927443,946,MPW000466,SIG000466,JOHNSONTOWN,TERRY,S,KY-1727,1.04,JOHNSONTOWN @ TERRY,24 HOURS,KYTC,1, 2224333556641,
-85.8532142163843,38.1241899920172,947,MPW017878,SIG017878,DIXIE,WITTEN,S, US-31W,9.99,DIXIE @ WITTEN,24 HOURS,KYTC,1, 2292116127255,
-85.8619478472374,38.1781242929359,948,MPW000937,SIG000937,CANE RUN,TERRY,S,KY 1934,7.182,CANE RUN @ TERRY,24 HOURS,KYTC,1, 2302909346641,
-85.8852735972213,38.0657528039355,949,MPW000195,SIG000195,DIXIE,LANDSTAR,S,US 31W,5.4,DIXIE @ LANDSTAR,24 HOURS,KYTC,1, 231481612D469,
-85.8718716054075,38.1447265525084,950,MPW000578,SIG000578,GREENWOOD,TERRY,S,KY-1727,1.6,GREENWOOD @ TERRY,24 HOURS,KYTC,1, 2350126536641,
-85.8593720034909,38.1798989115798,951,MPW001018,SIG001018,BRIDWELL,CANE RUN,S,KY-1934,7.37,BRIDWELL @ CANE RUN,24 HOURS,KYTC,1, 2368208340934,
-85.7639503327732,38.2047539201787,952,MPW005385,SIG005385,CENTRAL,3RD,S,KY-1020,9.47,CENTRAL @ 3RD,24 HOURS,KYTC,1, 2470010416438,
-85.6715093288161,38.1569486340182,953,MPW009226,SIG009226,FERN VALLEY,JEFFERSON,S,KY-1747,3.33,FERN VALLEY @ JEFFERSON,24 HOURS,KYTC,1,2,
-85.6486448216432,38.1584558324897,954,MPW017861,SIG017861,POPLAR LEVEL,FERN VALLEY,S,KY-864,7.17,POPLAR LEVEL @ FERN VALLEY,24 HOURS,KYTC,1,  825251238363,
-85.70762098834,38.1955300507042,955,MPW007619,SIG007619,POPLAR LEVEL,I 264 RAMP,S,KY-864,11.32,POPLAR LEVEL @ I 264 RAMP,24 HOURS,KYTC,1, 1542951239995,
-85.7337586040723,38.2541428158882,956,MPW006753,SIG006753,MAIN,WENZEL,S,US 31W,16.808,MAIN @ WENZEL,24 HOURS,KYTC,1, 1551741387100,
-85.738037359291,38.2531894613979,957,MPW006587,SIG006587,MARKET,SHELBY,S,US 31W,16.936,MARKET @ SHELBY,24 HOURS,KYTC,1, 1552642135937,
-85.7398112901488,38.2547959559131,958,MPW006518,SIG006518,E MAIN ST,S CLAY ST,S,US 31W,17.139,E MAIN ST @ S CLAY ST,24 HOURS,KYTC,1, 1560211661167,
-85.7016582339208,38.2583135023084,959,MPW007867,SIG007867,BROWNSBORO,EWING,S,US-42,1.846,BROWNSBORO @ EWING,24 HOURS,KYTC,1, 1562507241993,
-85.6849169669158,38.2000981752867,960,MPW008660,SIG008660,GOLDSMITH,NEWBURG,S,KY-1703,2,GOLDSMITH @ NEWBURG,24 HOURS,KYTC,1, 1566925854552,
-85.7195493135919,38.2391855750169,961,MPW007190,SIG007190,CHEROKEE,GRINSTEAD,S,KY-2860,0.517,CHEROKEE @ GRINSTEAD,24 HOURS,KYTC,1, 1603711002663,
-85.7408506545821,38.2369470970938,962,MPW006457,SIG006457,KENTUCKY,SHELBY,S,KY-864,14.95,KENTUCKY @ SHELBY,24 HOURS,KYTC,1, 1635135315937,
-85.7440877081331,38.2538365731174,963,MPW006313,SIG006313,JACKSON,MARKET,S,US 31W,17.265,JACKSON @ MARKET,24 HOURS,KYTC,1, 1638132924213,
-85.7420656387223,38.2536325862591,964,MPW006413,SIG006413,HANCOCK,MARKET,S,US 31W,17.158,HANCOCK @ MARKET,24 HOURS,KYTC,1, 1638227964213,
-85.7365050113916,38.2502375773097,965,MPW006643,SIG006643,CAMPBELL,LIBERTY,M,,,CAMPBELL @ LIBERTY,24 HOURS,METRO,1, 1640509243844,
-85.7468159269977,38.249984360106,966,MPW006181,SIG006181,PRESTON,MUHAMMAD ALI,S,KY-61,12.7,PRESTON @ MUHAMMAD ALI,24 HOURS,KYTC,1, 1640851437011,
-85.734485380235,38.2500190146863,967,MPW006724,SIG006724,LIBERTY,WENZEL,M,,,LIBERTY @ WENZEL,24 HOURS,METRO,1, 1641038447101,
-85.7427887407331,38.249543790217,968,MPW006370,SIG006370,HANCOCK,MUHAMMAD ALI,M,,,HANCOCK @ MUHAMMAD ALI,24 HOURS,METRO,1, 1641327967011,
-85.7545707871958,38.2485885962585,969,MPW005855,SIG005855,CHESTNUT,2ND,S,KY-1020,12.288,CHESTNUT @ 2ND,24 HOURS,KYTC,1, 1642411145872,
-85.749236182185,38.2480133484121,970,MPW006099,SIG006099,CHESTNUT,FLOYD,M,,,CHESTNUT @ FLOYD,24 HOURS,METRO,1, 1643311132254,
-85.7359988486622,38.2465787242916,971,MPW006665,SIG006665,CHESTNUT,CHESTNUT STREET CONNECTOR,S,KY-864,15.596,CHESTNUT @ CHESTNUT STREET CONNECTOR,24 HOURS,KYTC,1, 1645511138536,
-85.7374845029317,38.2445406482305,972,MPW006603,SIG006603,BROADWAY,CAMPBELL,S,US 150,3.514,BROADWAY @ CAMPBELL,24 HOURS,KYTC,1, 1648207010924,
-85.7458716600606,38.2554491864454,973,MPW006228,SIG006228,MAIN,PRESTON,S,US 31W,17.456,MAIN @ PRESTON,24 HOURS,KYTC,1, 1650341385142,
-85.7214702478805,38.2588503626407,974,MPW007144,SIG007144,FRANKFORT,STORY,S,US-42,0.675,FRANKFORT @ STORY,24 HOURS,KYTC,1, 1655123236183,
-85.715517633748,38.2564325434087,975,MPW007329,SIG007329,FRANKFORT,STATE,S,US-60,0.237,FRANKFORT @ STATE,24 HOURS,KYTC,1, 1657823236139,
-85.7801300681897,38.227963276493,976,MPW004390,SIG004390,15TH,HILL,M,,,15TH @ HILL,24 HOURS,METRO,1, 1662622042934,
-85.7650947443548,38.2354597585715,977,MPW005354,SIG005354,OAK,7TH,M,,,OAK @ 7TH,24 HOURS,METRO,1, 1668147195899,
-85.763651304534,38.2353269132304,978,MPW005448,SIG005448,OAK,6TH,M,,,OAK @ 6TH,24 HOURS,METRO,1, 1668247196009,
-85.7586765246842,38.2540247737531,979,MPW005702,SIG005702,5TH,JEFFERSON,M,,,5TH @ JEFFERSON,24 HOURS,METRO,1, 1672522073327,
-85.7588093802853,38.2532528713145,980,MPW005698,SIG005698,5TH,LIBERTY,M,,,5TH @ LIBERTY,24 HOURS,METRO,1, 1673122073845,
-85.7499131256242,38.2558977236654,981,MPW006081,SIG006081,E MAIN ST,N BROOK ST,S,US 31W,17.699,E MAIN ST @ N BROOK ST,24 HOURS,KYTC,1, 1676007060707,
-85.7724209066339,38.2527825450882,982,MPW004905,SIG004905,13TH,MUHAMMAD ALI,M,,,13TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1682064427012,
-85.7707322251601,38.2525978801313,983,MPW005000,SIG005000,12TH,MUHAMMAD ALI,M,,,12TH @ MUHAMMAD ALI,24 HOURS,METRO,1, 1682265667012,
-85.764732103338,38.2483762264182,984,MPW005395,SIG005395,8TH,MAGAZINE,M,,,8TH @ MAGAZINE,24 HOURS,METRO,1, 1685718854128,
-85.7909772685379,38.2693333440292,985,MPW003770,SIG003770,BANK,26TH,S,KY-3082,1.09,BANK @ 26TH,24 HOURS,KYTC,1, 1710903706583,
-85.8350031338293,38.2011351410301,986,MPW001734,SIG001734,CANE RUN,KRAMERS,S,KY-1934,9.36,CANE RUN @ KRAMERS,24 HOURS,KYTC,1, 1768109343588,
-85.8330356140248,38.202622428262,987,MPW001767,SIG001767,CANE RUN,FARNSLEY,S,KY-1934,9.63,CANE RUN @ FARNSLEY,24 HOURS,KYTC,1, 1769109342147,
-85.7277830519999,38.1918496905059,988,MPW006930,SIG006930,PRESTON,I 264 RAMP,S,KY-61,8.3,PRESTON @ I 264 RAMP,24 HOURS,KYTC,1, 1791551449995,
-85.7648969452638,38.1911838169354,989,MPW005321,SIG005321,FLORENCE,3RD,S,I-264,0.65,FLORENCE @ 3RD,24 HOURS,KYTC,1, 1792722506438,
-85.8036031698082,38.1212170398541,990,MPW002900,SIG002900,ARNOLDTOWN,3RD STREET,S,KY-907,3.99,ARNOLDTOWN @ 3RD STREET,24 HOURS,KYTC,1, 1959101706440,
-85.7479769633904,38.1166977252292,991,MPW006045,SIG006045,NATIONAL,KY-841 RAMP,S,KY-1020,3.01,NATIONAL @ KY-841 RAMP,24 HOURS,KYTC,1,197234535E918,
-85.6754364165141,38.1118453789544,992,MPW008991,SIG008991,PRESTON,I 265 RAMP,S,KY-61,2.02,PRESTON @ I 265 RAMP,24 HOURS,KYTC,1, 1979651449996,
-85.7837655176979,38.1831162254236,993,MPW004075,SIG004075,BICKNELL,TAYLOR,S,KY-1865,5.285,BICKNELL @ TAYLOR,24 HOURS,KYTC,1, 2011105256392,
-85.7220614203727,38.1579863649024,994,MPW007076,SIG007076,FERN VALLEY,I 65 RAMP,S,KY-1747,0.55,FERN VALLEY @ I 65 RAMP,24 HOURS,KYTC,1, 2064121909998,
-85.7312898285816,38.1584427954363,995,MPW006776,SIG006776,ASHBOTTOM,GRADE,M,,,ASHBOTTOM @ GRADE,24 HOURS,METRO,1, 2068101842594,
-85.7763567439422,38.1507989386615,996,MPW004524,SIG004524,NEW CUT,PALATKA,S,KY-1865,3.01,NEW CUT @ PALATKA,24 HOURS,KYTC,1, 2078845534939,
-85.828483621721,38.1685515779809,997,MPW001880,SIG001880,DIXIE,UPPER HUNTERS,S, US-31W,13.27,DIXIE @ UPPER HUNTERS,24 HOURS,KYTC,1, 2160816126709,
-85.8303099157447,38.1649262797445,998,MPW001809,SIG001809,DIXIE,MEYERS,S, US-31W,13.08,DIXIE @ MEYERS,24 HOURS,KYTC,1, 2172916124353,
-85.8493385319134,38.1586366075855,999,MPW001353,SIG001353,LOWER HUNTERS,SKY BLUE,M,,,LOWER HUNTERS @ SKY BLUE,24 HOURS,METRO,1, 2180839696012,
-85.8864171333817,38.1469475348357,1000,MPW000211,SIG000211,GREENWOOD,GREENBELT,S,KY-1934,4.44,GREENWOOD @ GREENBELT,24 HOURS,KYTC,1, 2186326538324,
-85.8920294734554,38.0982128180782,1001,MPW000105,SIG000105,LOWER RIVER,GREENBELT,S,KY-1934,1.03,LOWER RIVER @ GREENBELT,24 HOURS,KYTC,1, 2259639708324,
-85.6713367722744,38.1601097778968,1002,MPW009241,SIG009241,POPLAR LEVEL,JEFFERSON,S,KY-864,8.05,POPLAR LEVEL @ JEFFERSON,24 HOURS,KYTC,1,2,
-85.7635492641349,38.2166736908784,1003,MPW017866,SIG017866,4TH,UNITY,M,,,4TH @ UNITY,24 HOURS,METRO,1,290362305D964,
-85.7389989104239,38.2227124250573,1004,MPW006528,SIG006528,BURNETT,HICKORY,M,,,BURNETT @ HICKORY,24 HOURS,METRO,3, 1391507742914,
-85.7598344417681,38.1616283183266,1005,MPW005565,SIG005565,STEEDLY,STRAWBERRY,M,,,STEEDLY @ STRAWBERRY,24 HOURS,METRO,3, 1876861456193,
-85.7292745489718,38.2466472033004,1006,MPW018041,SIG006911,BAXTER,HULL,S,US 31E,16.185,BAXTER @ HULL,24 HOURS,KYTC,2, 1558004173017,
-85.695511801383,38.225290990082,1007,MPW018021,SIG007988,BARDSTOWN,PRINCETON,S,US 31E,,BARDSTOWN @ PRINCETON,24 HOURS,KYTC,2, 1382703845154,
-85.7494648291255,38.2467110360756,1008,MPW006089,SIG006089,FLOYD,GRAY,M,,,FLOYD @ GRAY,24 HOURS,METRO,3, 1644922542625,
-85.5410530553441,38.2486863850894,1009,MPW016332,SIG016332,LEPANTO,MADISON,S,,,LEPANTO @ MADISON,24 HOURS,KYTC,3,271840939985,
-85.8943464250364,38.1107512639907,1010,MPW000099,SIG000099,ASHBY,GREENBELT,S,KY-1934,1.9,ASHBY @ GREENBELT,24 HOURS,KYTC,1, 2249901878324,
-85.7051723987096,38.2309221905519,1011,MPW018026,SIG007657,BARDSTOWN,BONNYCASTLE,S,US 31E,,BARDSTOWN @ BONNYCASTLE,24 HOURS,KYTC,2, 1362703840605,
-85.6100549715624,38.2652914963466,1012,MPW012811,SIG012811,LYNDON,HERR,S,KY-2050,0.551,LYNDON @ HERR,24 HOURS,KYTC,3,  440927742901,
-85.8036826009903,38.249741180851,1013,MPW003022,SIG003022,BROADWAY,31ST,M,,,BROADWAY @ 31ST,24 HOURS,METRO,3, 1296907026450,
-85.7327657823192,38.2296755317455,1014,MPW006773,SIG006773,ELLISON,ST MICHAEL,M,,,ELLISON @ ST MICHAEL,24 HOURS,METRO,3, 1364919155805,
-85.6987420246372,38.226968375797,1015,MPW018018,SIG007988,BARDSTOWN,RICHMOND,S,US 31E,13.966,BARDSTOWN @ RICHMOND,24 HOURS,KYTC,2, 1725503845500,
-85.7280848362439,38.2559532843831,1016,MPW006967,SIG006967,CABEL,STORY,S,US 42 ,0.272,CABEL @ STORY,24 HOURS,KYTC,3, 1550508986183,
-85.7605935753549,38.2527304178895,1017,MPW005619,SIG005619,CEDAR,6TH,M,,,CEDAR @ 6TH,24 HOURS,METRO,3, 1673510316009,
-85.7204232198642,38.238112786514,1018,MPW018037,SIG007065,BARDSTOWN,GRINSTEAD,S,US 31E,16.185,BARDSTOWN @ GRINSTEAD,24 HOURS,KYTC,2, 1604203842663,
-85.7160161447845,38.235686325962,1019,MPW018034,SIG007184,BARDSTOWN,LONGEST,S,US 31E,15.565,BARDSTOWN @ LONGEST,24 HOURS,KYTC,2, 1606703843932,
-85.7723389487209,38.161327740807,1020,MPW004795,SIG004795,3RD,KENWOOD,M,,,3RD @ KENWOOD,24 HOURS,METRO,3, 2072764387586,
-85.5434996781177,38.2492196086532,1021,MPW016265,SIG016265,OLD HARRODS CREEK,WILLOW STONE,S,,,OLD HARRODS CREEK @ WILLOW STONE,24 HOURS,KYTC,3,  587547548212,
-85.6277379833176,38.145037077215,1022,MPW011594,SIG011594,FEGENBUSH,NORLYNN,S,KY-864,5.182,FEGENBUSH @ NORLYNN,24 HOURS,KYTC,3,  940721634585,
-85.7505670006143,38.2447662243028,1023,MPW005976,SIG005976,FLOYD,JACOB,M,,,FLOYD @ JACOB,24 HOURS,METRO,3, 1623322543295,
-85.7067289308915,38.2313120805494,1024,MPW018025,SIG007657,BARDSTOWN,STEVENS,S,US 31E,14.5,BARDSTOWN @ STEVENS,24 HOURS,KYTC,2, 1517803846156,
-85.7372940334399,38.2329219909094,1025,MPW006600,SIG006600,OAK,SWAN,M,,,OAK @ SWAN,24 HOURS,METRO,3, 1353347186246,
-85.7245156147329,38.2405313376962,1026,MPW018039,SIG007038,BAXTER,HIGHLAND,S,US 31E,,BAXTER @ HIGHLAND,24 HOURS,KYTC,2, 1602604172923,
-85.7585485259116,38.2547164534353,1027,MPW005714,SIG005714,COURT,5TH,M,,,COURT @ 5TH,24 HOURS,METRO,3, 1672113012207,
-85.6272272742086,38.3084225725045,1028,MPW011794,SIG011794,U S HIGHWAY 42,WOODSTONE,S,US-42,8.25,U S HIGHWAY 42 @ WOODSTONE,24 HOURS,KYTC,3,  400067127413,
-85.887521162262,38.1395638276929,1029,MPW000125,SIG000125,GREENBELT,GLOBAL,S,KY-1934,3.908,GREENBELT @ GLOBAL,24 HOURS,KYTC,1, 2197483249899,
-85.6766737569319,38.1783673252048,1030,MPW008994,SIG008994,INDIAN,JENNINGS,M,,,INDIAN @ JENNINGS,24 HOURS,METRO,3, 2085331493333,
-85.8293072664296,38.2506130142883,1031,MPW001910,SIG001910,BROADWAY,SHAWNEE PARK ENTRANCE,M,,,BROADWAY @ SHAWNEE PARK ENTRANCE,24 HOURS,METRO,3, 1733307029384,
-85.7836584630904,38.2450646119875,1032,MPW004166,SIG004166,BRECKINRIDGE,DIXIE,M,,,BRECKINRIDGE @ DIXIE,ACTUATED,METRO,4, 1312806581612,
-85.7490442754536,38.2491135018625,1033,MPW006104,SIG006104,FLOYD,ABRAHAM FLEXNER,M,,,FLOYD @ ABRAHAM FLEXNER,24 HOURS,METRO,3, 1641822543401,
-85.7042380194099,38.2304928088053,1034,MPW018027,SIG007657,BARDSTOWN,BONNYCASTLE,S,US 31E,,BARDSTOWN @ BONNYCASTLE,24 HOURS,KYTC,2, 1362603840605,
