intid,main_street,cross_street,longitude,latitude,description
1675922222223,N 1ST ST,W MAIN ST,-85.751565243776,38.256082130026,N 1ST ST @ W MAIN ST
1677407073844,BROOK,LIBERTY,-85.750632445851,38.2523624885168,BROOK @ LIBERTY
1678222547011,FLOYD,MUHAMMAD ALI,-85.7488525962614,38.2502038679326,FLOYD @ MUHAMMAD ALI
1679618994214,11TH,MARKET,-85.7683534464052,38.2565116934605,11TH @ MARKET
1680233276566,JEFFERSON,12TH,-85.7702519879709,38.255299360306,JEFFERSON @ 12TH
1683311146442,CHESTNUT,13TH,-85.7728039572795,38.2505996709189,CHESTNUT @ 13TH
1695300616448,ALGONQUIN,35TH,-85.8141982874022,38.2248847017351,ALGONQUIN @ 35TH
1695500610934,ALGONQUIN,CANE RUN,-85.8093252542255,38.2244078176939,ALGONQUIN @ CANE RUN
1713203706579,BANK,22ND,-85.7835622649377,38.2665655862692,BANK @ 22ND
1718364579995,37TH,I 264 RAMP,-85.807881367825,38.2721435576984,37TH @ I 264 RAMP
1733507027120,BROADWAY,SOUTHWESTERN,-85.8269704424247,38.2505375671875,BROADWAY @ SOUTHWESTERN
1819160527292,SOUTHERN,WOODLAWN,-85.7684422542563,38.1818232906104,SOUTHERN @ WOODLAWN
1823505722861,BLUEGRASS,HAZELWOOD,-85.7882712014078,38.1794246979122,BLUEGRASS @ HAZELWOOD
1835847905144,ORCHARD,PRESTON,-85.7145065121254,38.1763291937461,ORCHARD @ PRESTON
690,INDIAN,JEANINE,-85.6886608936403,38.1707193841957,INDIAN @ JEANINE
1858755566068,ROCHESTER,SOUTHSIDE,-85.7647354083295,38.1695525500024,ROCHESTER @ SOUTHSIDE
1875304925144,BENNETT,PRESTON,-85.7006332358214,38.1629761386829,BENNETT @ PRESTON
1886641634939,MANSLICK,PALATKA,-85.8019475651004,38.1554067429389,MANSLICK @ PALATKA
1906058178837,SAM,OLDE NANTUCKET,-85.7628307362963,38.1429884238841,SAM @ OLDE NANTUCKET
1915604108339,BATES,JEFFERSON,-85.6750032999359,38.1401382698127,BATES @ JEFFERSON
1922648158339,OUTER,JEFFERSON,-85.675149010052,38.138013379606,OUTER @ JEFFERSON
1933305775144,BLUE LICK,PRESTON,-85.6841706608802,38.1337742092645,BLUE LICK @ PRESTON
2019238044552,CHAMPIONS TRACE,NEWBURG,-85.6773875392606,38.1938113790593,CHAMPIONS TRACE @ NEWBURG
2060843796778,MILES,COOPER VILLAGE,-85.6792261116711,38.124364507465,MILES @ COOPER VILLAGE
2076145534965,NEW CUT,PARK,-85.7775834250228,38.1559241541999,NEW CUT @ PARK
2084633335161,JENNINGS,PRODUCE,-85.682217198936,38.1846911239703,JENNINGS @ PRODUCE
2089116122869,DIXIE,HEATON,-85.8160519234434,38.1809413121284,DIXIE @ HEATON
211374553D664,NEW CUT,OLD NEW CUT,-85.7753731472171,38.1176251225927,NEW CUT @ OLD NEW CUT
2240161796440,STONESTREET,3RD STREET,-85.8369916277358,38.1130119030453,STONESTREET @ 3RD STREET
2309416126901,DIXIE,VESPER,-85.8684675538461,38.1049101700676,DIXIE @ VESPER
2338516122252,DIXIE,FLOWERVALE,-85.8798391640319,38.0853901260685,DIXIE @ FLOWERVALE
240231612D789,DIXIE,GREENBELT RAMP,-85.8749888899468,38.093747227968,DIXIE @ GREENBELT RAMP
244589126D886,HURSTBOURNE,SHANE,-85.5936816094048,38.2133136936538,HURSTBOURNE @ SHANE
709,FEGENBUSH,BURNT PINE,-85.6399177000262,38.1717385225492,FEGENBUSH @ BURNT PINE
2785299966026,I 265 RAMP,SMYRNA,-85.6434457911128,38.1194371129029,I 265 RAMP @ SMYRNA
2785199966026,I 265 RAMP,SMYRNA,-85.6436305082034,38.1168803584561,I 265 RAMP @ SMYRNA
2775445534815,NEW CUT,OUTER,-85.7761258398438,38.1263939349099,NEW CUT @ OUTER
379827122930,GREEN MEADOWS,HIKES,-85.6584944368316,38.2000272592342,GREEN MEADOWS @ HIKES
714,BUECHEL BANK,COTTAGEMEADOW,-85.6490158034942,38.1779403609316,BUECHEL BANK @ COTTAGEMEADOW
1522424703838,GARDEN,LEXINGTON,-85.6806003831995,38.2486636754831,GARDEN @ LEXINGTON
1528016125394,DIXIE,RALPH,-85.7994711160014,38.2060321139831,DIXIE @ RALPH
1550943266095,MELLWOOD,SPRING,-85.7222400678667,38.2555031504356,MELLWOOD @ SPRING
1552509244213,CAMPBELL,MARKET,-85.7360233240382,38.2529720511369,CAMPBELL @ MARKET
1555207024569,BROADWAY,9TH,-85.7665143064303,38.2468741720136,BROADWAY @ 9TH
1561911142207,CHESTNUT,5TH,-85.759530926031,38.2491346275159,CHESTNUT @ 5TH
1565819942323,EWING,FRANKFORT,-85.6998822908334,38.2537546573506,EWING @ FRANKFORT
1576806470707,BRANDEIS,BROOK,-85.756670083058,38.2200570432543,BRANDEIS @ BROOK
1576906486438,BRANDEIS,3RD,-85.7614218332559,38.2192968362345,BRANDEIS @ 3RD
1604203842663,BARDSTOWN,GRINSTEAD,-85.720984977079,38.2384191155401,BARDSTOWN @ GRINSTEAD
1604604172663,BAXTER,GRINSTEAD,-85.7223694860418,38.2377933474065,BAXTER @ GRINSTEAD
1606703843932,BARDSTOWN,LONGEST,-85.7155149097654,38.23541420592,BARDSTOWN @ LONGEST
1611804171835,BAXTER,EASTERN,-85.715292841268,38.2289364438757,BAXTER @ EASTERN
1614322547266,FLOYD,WOODBINE,-85.7525323949326,38.2292623361608,FLOYD @ WOODBINE
1618707745937,BURNETT,SHELBY,-85.7422658396929,38.2247940023741,BURNETT @ SHELBY
1621906475143,BRANDEIS,PRESTON,-85.7479398258671,38.2197529715615,BRANDEIS @ PRESTON
1630606573921,BRECKINRIDGE,LOGAN,-85.7390289957239,38.2397654579147,BRECKINRIDGE @ LOGAN
1639127963326,HANCOCK,JEFFERSON,-85.7423122684396,38.2522449234747,HANCOCK @ JEFFERSON
1639211673326,CLAY,JEFFERSON,-85.7402937886246,38.2520224943536,CLAY @ JEFFERSON
1644511131167,CHESTNUT,CLAY,-85.7411459893329,38.2471357865594,CHESTNUT @ CLAY
1646607010702,W BROADWAY,S 1ST ST,-85.7533839416816,38.2457213902667,W BROADWAY @ S 1ST ST
1647007010707,BROADWAY,BROOK,-85.7517193871876,38.2455982791172,BROADWAY @ BROOK
1653907244326,BROWNSBORO,MELLWOOD,-85.7168732685735,38.260134430328,BROWNSBORO @ MELLWOOD
1665835325899,KENTUCKY,7TH,-85.7644621089627,38.2400420601039,KENTUCKY @ 7TH
1669055296437,RIVER,3RD,-85.7544876926878,38.2585311893549,RIVER @ 3RD
1670922074139,5TH,MAIN,-85.7581839973891,38.2568063448166,5TH @ MAIN
