,longitude,latitude,row_ID,unit_ID,sig_ID,main_street,cross_street,route,milepoint,times,owner,type,int_ID,ATMSID
539,-85.7533443866858,38.2562816997453,540,MPW005906,SIG005906,MAIN ST,S 2ND ST,US-31W,17.887,24 HOURS,KYTC,1, 1675719084139,
540,-85.7478919802882,38.2556788915257,541,MPW006144,SIG006144,E MAIN ST,FLOYD ST,US-31W,17.587,24 HOURS,KYTC,1, 1676122532254,
541,-85.7538059176815,38.2534922597708,542,MPW005887,SIG005887,JEFFERSON,2ND,KY-1020,12.627,24 HOURS,KYTC,1, 1676833275872,
542,-85.7485127053399,38.2521500844963,543,MPW006119,SIG006119,FLOYD,LIBERTY,,,24 HOURS,METRO,1, 1677522543844,
543,-85.7465847730206,38.2513368194221,544,MPW006190,SIG006190,LIBERTY,PRESTON,KY-61,12.79,24 HOURS,KYTC,1, 1677738445143,
544,-85.7714256147702,38.2582651011684,545,MPW004966,SIG004966,MAIN,13TH,US-31W,21.117,24 HOURS,KYTC,1, 1678741396441,
545,-85.7825384367732,38.2683960973581,546,MPW004290,SIG004290,PORTLAND,22ND,US-150,0.125,24 HOURS,KYTC,1, 1712051296579,
546,-85.7838066148195,38.1866512103689,547,MPW004079,SIG004079,TAYLOR,I 264 RAMP,KY-1865,5.53,24 HOURS,KYTC,1, 1774763929995,
547,-85.729667785161,38.1947102747448,548,MPW006860,SIG006860,BELMAR,PRESTON,KY-61,8.54,24 HOURS,KYTC,1, 1782304805144,
548,-85.7394264165023,38.1936602638108,549,MPW006476,SIG006476,PHILLIPS,STANDIFORD FIELD,I-65,0.772,24 HOURS,KYTC,1, 1789750516280,
549,-85.7208853947629,38.1824291532832,550,MPW007116,SIG007116,STANDIFORD,PRESTON,KY-61,7.568,24 HOURS,KYTC,1, 1819232575144,
550,-85.7213893427687,38.1768572667174,551,MPW007098,SIG007098,TWIN SPIRES,HERCULES,,,24 HOURS,METRO,1, 1834176977771,
551,-85.7677283145564,38.1730632448191,552,MPW005094,SIG005094,KINGSTON,3RD,,,24 HOURS,METRO,1, 1846635646438,
552,-85.6803122841187,38.1653331062817,553,MPW008802,SIG008802,NAOMI,POPLAR LEVEL,KY-864,8.72,24 HOURS,KYTC,1,2,
553,-85.7748925619561,38.1441195202245,554,MPW017879,SIG017879,SHOREWOOD,3RD STREET,KY-1865,2.56,24 HOURS,KYTC,1, 1902259786440,
554,-85.6902359589471,38.1447714366442,555,MPW008360,SIG008360,MINOR,PRESTON,KY-61,4.43,24 HOURS,KYTC,1, 1904944065144,
555,-85.6804535715745,38.1382116503552,556,MPW008782,SIG008782,OUTER,NOLTEMEYER WYNDE,KY-1065,6.41,24 HOURS,KYTC,1, 1921648158358,
556,-85.6760543326518,38.1139543674648,557,MPW008962,SIG008962,GLEN ROSE,PRESTON,KY-61,2.13,24 HOURS,KYTC,1, 1975525645144,
557,-85.7832661387833,38.1796073047272,558,MPW004104,SIG004104,BLUEGRASS,TAYLOR,KY-1865,5.03,24 HOURS,KYTC,1, 2012705726392,
558,-85.7149959590363,38.1158026352512,559,MPW007258,SIG007258,MINOR,SOUTH PARK,,,24 HOURS,METRO,1, 2039944066310,
559,-85.6894939124822,38.1163494861298,560,MPW008376,SIG008376,BLUE LICK,SOUTH PARK,KY-1450,2.17,24 HOURS,KYTC,1, 2044305776310,
560,-85.7975510337527,38.1703766547417,561,MPW003222,SIG003222,HAZELWOOD,MANSLICK,KY-1931,6.593,24 HOURS,KYTC,1, 2044428614163,
561,-85.7144295880607,38.1573110855347,562,MPW007296,SIG007296,FERN VALLEY,SIGNATURE,KY-1747,0.97,24 HOURS,KYTC,1, 2064721909227,
562,-85.7646808477585,38.1581242470601,563,MPW005263,SIG005263,STRAWBERRY,THALIA,KY-1020,6.09,24 HOURS,KYTC,1, 2074761936427,
563,-85.7791763257403,38.1616255075886,564,MPW004354,SIG004354,KENWOOD,KNOLL GATE,KY-1865,3.775,24 HOURS,KYTC,1, 2080375869366,
564,-85.7674231768064,38.1852381320854,565,MPW005124,SIG005124,ASHLAND,SOUTHERN,KY-1020,8.007,24 HOURS,KYTC,1, 2088801946052,
565,-85.8080205718338,38.1920406776661,566,MPW002783,SIG002783,CRUMS,DIXIE,US-31W,15.34,24 HOURS,KYTC,1, 2092913581612,
566,-85.8357893461156,38.1533745923258,567,MPW001682,SIG001682,DIXIE,KERRICK,US-31W,12.3,24 HOURS,KYTC,1, 2183216123540,
567,-85.8354573143122,38.1542078025988,568,MPW017876,SIG017876,DIXIE,KERRICK,US-31W,12.3,24 HOURS,KYTC,1, 2183216123540,
568,-85.8362834996434,38.1521718262371,569,MPW017877,SIG017877,DIXIE,KERRICK,US-31W,12.14,24 HOURS,KYTC,1, 2183216123540,
569,-85.8352350556059,38.1152348863989,570,MPW001675,SIG001675,PAGES,3RD STREET,KY-907,2.1,24 HOURS,KYTC,1, 2236549356440,
570,-85.8349392521666,38.1072607466491,571,MPW001677,SIG001677,SILVERWOOD,STONESTREET,,,24 HOURS,METRO,1, 2247259956179,
571,-85.8613956119964,38.1056883044639,572,MPW000904,SIG000904,VALLEY STATION,RENAISSANCE VALLEY,KY-907,0.32,24 HOURS,KYTC,1, 224936826E239,
572,-85.8816471079844,38.1611622503945,573,MPW000308,SIG000308,GREENBELT,RIVERPORT,KY-1934,5.5,24 HOURS,KYTC,1, 2282483248382,
573,-85.8760176083615,38.1701854676881,574,MPW000458,SIG000458,LOWER HUNTERS,GREENBELT,KY-1934,6.2,24 HOURS,KYTC,1, 2285539698324,
574,-85.8478557555629,38.1301768905713,575,MPW001370,SIG001370,DIXIE,PAGES,US-31W,10.5,24 HOURS,KYTC,1, 2290216127130,
575,-85.6129677857424,38.1628668889645,576,MPW012520,SIG012520,WATTERSON,HURSTBOURNE,KY-1747,6.847,24 HOURS,KYTC,1, 2479772919126,
576,-85.7645170432031,38.2015820429909,577,MPW005342,SIG005342,SOUTHERN,HARLAN,KY-1020,9.15,24 HOURS,KYTC,1,2762160522810,
577,-85.6221158165552,38.219658111826,578,MPW018013,SIG018013,GOODWILL,TAYLORSVILLE,KY-155,13.123,24 HOURS,KYTC,1,28256E9916394,
578,-85.7548988000918,38.2158662986266,579,MPW017864,SIG017864,I 65 RAMP,UNIVERSITY,,,24 HOURS,METRO,1,291049998F271,
579,-85.7986093320999,38.2303321420719,580,MPW003233,SIG003233,CYPRESS,HILL,,,24 HOURS,METRO,1, 1510013742934,
580,-85.709323306285,38.2319999324015,581,MPW007583,SIG007583,BARDSTOWN,EASTERN,US-31E,14.626,24 HOURS,KYTC,1, 1517403841835,
581,-85.7204359795869,38.2265222701031,582,MPW007153,SIG007153,BARRET,EASTERN,US-60,6.104,24 HOURS,KYTC,1, 1519303951835,
582,-85.7000916277688,38.2478426072171,583,MPW007941,SIG007941,GRINSTEAD,I 64 RAMP,I-64,8.072,24 HOURS,KYTC,1, 1522726639997,
583,-85.7077865082212,38.216987045063,584,MPW007623,SIG007623,NEWBURG,BELLARMINE,KY-1703,3.85,24 HOURS,KYTC,1, 154274552D266,
584,-85.7571178424595,38.2031267990526,585,MPW005729,SIG005729,CENTRAL,FLOYD,,,24 HOURS,METRO,1, 1544110412254,
585,-85.7357739777715,38.2543605917677,586,MPW006678,SIG006678,CAMPBELL,MAIN,US-31W,16.919,24 HOURS,KYTC,1, 1551609244138,
586,-85.7325559088266,38.2525957523572,587,MPW006798,SIG006798,BAXTER,MARKET,US-31W,16.635,24 HOURS,KYTC,1, 1552804174213,
587,-85.7339267970288,38.262563869535,588,MPW018017,SIG018017,I 64 WEST,I 64 RAMP,,,24 HOURS,METRO,3, 1558799549997,
588,-85.761192019323,38.2493168920326,589,MPW005584,SIG005584,CHESTNUT,6TH,,,24 HOURS,METRO,1, 1561711146009,
589,-85.75787724146,38.2489523296472,590,MPW005742,SIG005742,CHESTNUT,4TH,,,24 HOURS,METRO,1, 1562111142305,
590,-85.6859580814534,38.2008344278998,591,MPW008614,SIG008614,BISHOP,NEWBURG,KY-1703,2.09,24 HOURS,KYTC,1, 1567405404552,
591,-85.7431151123234,38.2145988963356,592,MPW006321,SIG006321,EASTERN,PRESTON,KY-61,4.549,24 HOURS,KYTC,1, 1573018355143,
592,-85.7990731445227,38.1967511906579,593,MPW003171,SIG003171,BERRY,MANSLICK,US-60,0.588,24 HOURS,KYTC,1, 1577605054163,
593,-85.6842809387856,38.2545890729853,594,MPW008727,SIG008727,FRANKFORT,HILLCREST,US-60,1.979,24 HOURS,KYTC,1, 1581123232938,
594,-85.7176792382546,38.2381497074861,595,MPW007250,SIG007250,CHEROKEE,PATTERSON,,,24 HOURS,METRO,1, 1604511004985,
595,-85.746103454278,38.2540711594498,596,MPW006214,SIG006214,MARKET,PRESTON,US-31W,17.375,24 HOURS,KYTC,1, 1638042135143,
596,-85.7448010062114,38.2497633370199,597,MPW006274,SIG006274,JACKSON,MUHAMMAD ALI,KY-61,12.611,24 HOURS,KYTC,1, 1641132927011,
597,-85.75148311846,38.2469298747813,598,MPW006006,SIG006006,BROOK,GRAY,,,24 HOURS,METRO,1, 1644607072625,
598,-85.7391317082625,38.2469201513984,599,MPW006546,SIG006546,CHESTNUT,SHELBY,,,24 HOURS,METRO,1, 1644811135937,
599,-85.7104710082252,38.2595157102659,600,MPW007555,SIG007555,BROWNSBORO,HALDEMAN,US-42,1.368,24 HOURS,KYTC,1, 1656307242783,
600,-85.7679059184632,38.2403917120252,601,MPW005160,SIG005160,KENTUCKY,9TH,,,24 HOURS,METRO,1, 1665635324569,
601,-85.7628504254185,38.2398816938577,602,MPW005498,SIG005498,KENTUCKY,6TH,,,24 HOURS,METRO,1, 1665935326009,
602,-85.75487037815,38.256450346443,603,MPW005850,SIG005850,MAIN,3RD,US-31W,22.02,24 HOURS,KYTC,1, 1669241396437,
603,-85.7598387088948,38.2569875115217,604,MPW005664,SIG005664,MAIN,6TH,US-31W,21.75,24 HOURS,KYTC,1, 1670641396008,
604,-85.7570188315477,38.2538433724363,605,MPW005779,SIG005779,4TH,JEFFERSON,,,24 HOURS,METRO,1, 1672623053327,
605,-85.7638364522096,38.2534423752072,606,MPW005464,SIG005464,8TH,LIBERTY,,,24 HOURS,METRO,1, 1672818853845,
606,-85.7481354093604,38.2542888533872,607,MPW006132,SIG006132,FLOYD,MARKET,US-31W,17.487,24 HOURS,KYTC,1, 1676522544213,
607,-85.748379349324,38.2529029274155,608,MPW006121,SIG006121,FLOYD,JEFFERSON,,,24 HOURS,METRO,1, 1677122543326,
608,-85.7700107988734,38.2566931969309,609,MPW005051,SIG005051,MARKET,12TH,US-31W,21.1,24 HOURS,KYTC,1, 1679542146566,
609,-85.7667043469868,38.2563288578681,610,MPW005268,SIG005268,MARKET,10TH,US-31W,21.282,24 HOURS,KYTC,1, 1686142146413,
610,-85.7659874322943,38.2498497624555,611,MPW005331,SIG005331,CHESTNUT,ROY WILKINS,,,24 HOURS,METRO,1, 1687211146207,
611,-85.7644998759508,38.2496818796356,612,MPW005410,SIG005410,CHESTNUT,8TH,,,24 HOURS,METRO,1, 1687311141885,
612,-85.8009519393022,38.2749471305728,613,MPW003153,SIG003153,PORTLAND,33RD,KY-3064,1.784,24 HOURS,KYTC,1, 1715351296461,
613,-85.8106549251098,38.2719632110336,614,MPW002749,SIG002749,BANK,38TH,KY-3082,0.0,24 HOURS,KYTC,1, 1718603706445,
614,-85.7010620329747,38.2284548786912,615,MPW007866,SIG007866,BARDSTOWN,SPEED,US-31E,14.123,24 HOURS,KYTC,1, 1724703846082,
615,-85.8216124229596,38.2414530985981,616,MPW002193,SIG002193,CECIL,HALE,,,24 HOURS,METRO,1, 1741010262784,
616,-85.8373871618678,38.1993207370194,617,MPW001663,SIG001663,CANE RUN,CRUMS,KY-1934,9.18,24 HOURS,KYTC,1, 1758809341358,
617,-85.842577830539,38.1953806417574,618,MPW001531,SIG001531,CRUMS,SHANKS,KY-1934,8.78,24 HOURS,KYTC,1, 1761703076315,
618,-85.7205039090928,38.1778683268374,619,MPW007125,SIG007125,GRADE,I 65 RAMP,I-65,0.0,24 HOURS,KYTC,1, 1776925949998,
619,-85.6797391860236,38.1574162835337,620,MPW008826,SIG008826,FERN VALLEY,GEIL,KY-1747,2.88,24 HOURS,KYTC,1,2,
620,-85.6998736051861,38.1847163775069,621,MPW007881,SIG007881,BISHOP,POPLAR LEVEL,KY-864,10.45,24 HOURS,KYTC,1, 1816505405123,
621,-85.7589937570316,38.1807898103782,622,MPW005623,SIG005623,ALLMOND,WOODLAWN,,,24 HOURS,METRO,1, 1837300747290,
622,-85.7812421264612,38.1698241548528,623,MPW004241,SIG004241,MARRET,NEW CUT,KY-1865,4.343,24 HOURS,KYTC,1, 1857442224553,
623,-85.6867336990896,38.1384268376544,624,MPW008539,SIG008539,OUTER,PRESTON,KY-61,3.95,24 HOURS,KYTC,1, 1920948155144,
624,-85.7134097012275,38.1365536716277,625,MPW007321,SIG007321,MINOR,OUTER,KY-1065,4.56,24 HOURS,KYTC,1, 1925144064815,
625,-85.7947659140874,38.1275875633263,626,MPW003331,SIG003331,OUTER,3RD STREET,KY-907,4.66,24 HOURS,KYTC,1, 1948248156440,
626,-85.6772525659878,38.1180663771655,627,MPW008903,SIG008903,MANSLICK,PRESTON,KY-61,2.45,24 HOURS,KYTC,1, 1969541655144,
627,-85.7525918147603,38.1828138718763,628,MPW005873,SIG005873,NEVADA,OLD PARK,,,24 HOURS,METRO,1, 201544548E154,
628,-85.7910991489925,38.152862877387,629,MPW003596,SIG003596,MANSLICK,PALATKA,KY-1142,0.635,24 HOURS,KYTC,1, 2027241634939,
629,-85.7060659327916,38.1926681425206,630,MPW007662,SIG007662,POPLAR LEVEL,SANITA,KY-864,10.75,24 HOURS,KYTC,1, 2044151236313,
630,-85.7080627326435,38.1570080730251,631,MPW007579,SIG007579,INDUSTRIAL,ULRICH,KY-1747,1.33,24 HOURS,KYTC,1, 2064831606701,
631,-85.7168936260551,38.1575775522865,632,MPW007223,SIG007223,FERN VALLEY,I 65 RAMP,KY-1747,0.79,24 HOURS,KYTC,1, 2065321909998,
632,-85.725734176337,38.1576941537395,633,MPW006971,SIG006971,FERN VALLEY,WORLDPORT,KY-1747,0.35,24 HOURS,KYTC,1,206562190F275,
633,-85.8008236697088,38.1916751468051,634,MPW003075,SIG003075,MANSLICK RD,MANSLICK BLVD,KY-1931,8.1,24 HOURS,KYTC,1, 2091832354163,
634,-85.7509333597399,38.1922691031614,635,MPW005949,SIG005949,CRITTENDEN,PARK,KY-1631,0.3,24 HOURS,KYTC,1, 2101213424954,
635,-85.7489666613477,38.1269612195284,636,MPW006007,SIG006007,NATIONAL,OUTER,KY-1065,2.51,24 HOURS,KYTC,1, 2106045354815,
636,-85.6809502311533,38.1279173472898,637,MPW018004,SIG018004,PRESTON,ST RITA,KY-61,3.16,24 HOURS,KYTC,1, 2114651445810,
637,-85.8552899387288,38.1838435897602,638,MPW001168,SIG001168,CANE RUN,LEES,KY-1934,7.78,24 HOURS,KYTC,1, 2135009343800,
638,-85.8353176739924,38.1682877681414,639,MPW001710,SIG001710,GRASTON,UPPER HUNTERS,,,24 HOURS,METRO,1, 2161126216709,
639,-85.865547920733,38.1648102203728,640,MPW000814,SIG000814,LOWER HUNTERS,TERRY,KY-1727,3.03,24 HOURS,KYTC,1, 2169039696641,
640,-85.8317386016343,38.1620600696279,641,MPW001775,SIG001775,DIXIE,TRENT,US-31W,12.64,24 HOURS,KYTC,1, 2173616126527,
641,-85.8742374770251,38.1310296399151,642,MPW000494,SIG000494,TERRY,PAGES,KY-1727,0.64,24 HOURS,KYTC,1, 2215166417130,
642,-85.8949249167372,38.1164498806634,643,MPW000076,SIG000076,CANE RUN,JOHNSONTOWN,KY-1934,2.3,24 HOURS,KYTC,1, 2282009343355,
643,-85.8240888937396,38.1495453275036,644,MPW002033,SIG002033,ARNOLDTOWN,ST ANDREWS CHURCH,KY-1931,4.11,24 HOURS,KYTC,1, 2299601705780,
644,-85.8738995520518,38.0956621414025,645,MPW000477,SIG000477,BETHANY,DIXIE,US-31W,7.72,24 HOURS,KYTC,1, 2326305141612,
645,-85.8906319021238,38.0561824443344,646,MPW000113,SIG000113,DIXIE,WATSON,US-31W,4.81,24 HOURS,KYTC,1, 2333116127059,
646,-85.8215628374888,38.1758495809364,647,MPW002140,SIG002140,DIXIE,GAGEL,US-31W,13.99,24 HOURS,KYTC,1, 2366116122455,
647,-85.7338948874207,38.1532781461304,648,MPW006672,SIG006672,CRITTENDEN,GRADE,,,24 HOURS,METRO,1, 2497913422594,
648,-85.6408362097731,38.1612182704668,649,MPW010948,SIG010948,FERN VALLEY,HURSTBOURNE,KY-1747,5.13,24 HOURS,KYTC,1, 9958821909126,
649,-85.7192655382844,38.1348202737714,650,MPW007135,SIG007135,OUTER,AIR COMMERCE,KY-1065,4.2,24 HOURS,KYTC,1, 995964815E722,
650,-85.7264345403898,38.1326544979742,651,MPW018006,SIG018006,OUTER,AIR COMMERCE,KY-1065,3.8,24 HOURS,KYTC,1, 995964815E722,
651,-85.5793002934636,38.2222477459958,652,MPW014520,SIG014520,HURSTBOURNE,I 64 RAMP,KY-1747,11.83,24 HOURS,KYTC,1,2766291269997,
652,-85.7527395657684,38.2587179604639,653,MPW005930,SIG005930,I 64 RAMP,RIVER,KY-3077,0.171,24 HOURS,KYTC,1,2795599975529,
653,-85.6272965725605,38.2162160181925,654,MPW017860,SIG017860,EL CONQUISTADOR,BRECKENRIDGE,KY-1932,2.538,24 HOURS,KYTC,1,2943536600656,
654,-85.7619057511749,38.2164678454188,655,MPW017865,SIG017865,3RD,CENTENNIAL,KY-1020,10.1,24 HOURS,KYTC,1,295506438E928,
655,-85.6372675408522,38.2325802503314,656,MPW017872,SIG017872,BRECKENRIDGE,DUTCHMANS,,,24 HOURS,METRO,1,  532306561717,
656,-85.6053011637666,38.2487306331644,657,MPW018005,SIG018005,CHRISTIAN,SHELBYVILLE,US-60,6.3,24 HOURS,KYTC,1,  594217895940,
657,-85.6412342119239,38.2382841207425,658,MPW017875,SIG017875,BRECKENRIDGE,KRESGE,,,24 HOURS,METRO,1,  781906564084,
658,-85.7270080529275,38.2437446652263,659,MPW006983,SIG006983,BAXTER,BROADWAY,US-31E,15.901,24 HOURS,KYTC,1, 1557304170701,
659,-85.6863168870529,38.1978745205221,660,MPW008603,SIG008603,BISHOP,GARDINER,,,24 HOURS,METRO,1, 1568005402479,
660,-85.7415419358793,38.2129773617607,661,MPW006396,SIG006396,CLARKS,PRESTON,KY-61,9.957,24 HOURS,KYTC,1, 1574311585143,
661,-85.8020165604244,38.1956342887323,662,MPW003037,SIG003037,NOBEL,7TH STREET,US-60A,0.4,24 HOURS,KYTC,1, 1580531035900,
662,-85.7239981333838,38.2310107405591,663,MPW007063,SIG007063,BARRET,CASTLEWOOD,,,24 HOURS,METRO,1, 1610103951006,
663,-85.752495149677,38.2411814008475,664,MPW005927,SIG005927,BRECKINRIDGE,BROOK,,,24 HOURS,METRO,1, 1627706570707,
664,-85.7443280503459,38.2524625462434,665,MPW006295,SIG006295,JACKSON,JEFFERSON,KY-61,12.798,24 HOURS,KYTC,1, 1638932923326,
665,-85.7405317804616,38.2506792308281,666,MPW006481,SIG006481,CLAY,LIBERTY,,,24 HOURS,METRO,1, 1640111673844,
666,-85.7529215310893,38.2484086603817,667,MPW005922,SIG005922,W CHESTNUT ST,S 1ST ST,,,24 HOURS,METRO,1, 1642611131114,
667,-85.7431626022012,38.247358566532,668,MPW006350,SIG006350,CHESTNUT,HANCOCK,,,24 HOURS,METRO,1, 1644211132796,
668,-85.7435731662797,38.2449905812224,669,MPW006328,SIG006328,BROADWAY,HANCOCK,US-150,3.188,24 HOURS,KYTC,1, 1647807012796,
669,-85.7194768971306,38.2577235338813,670,MPW007207,SIG007207,FRANKFORT,MELLWOOD,US-42,0.805,24 HOURS,KYTC,1, 1656723234326,
670,-85.7624187246243,38.2423528513893,671,MPW005527,SIG005527,BRECKINRIDGE,6TH,,,24 HOURS,METRO,1, 1664706586009,
671,-85.7633952452342,38.2559610269941,672,MPW005487,SIG005487,8TH,MARKET,US-31W,21.484,24 HOURS,KYTC,1, 1671318854214,
672,-85.7604697061848,38.2534356720776,673,MPW005628,SIG005628,LIBERTY,6TH,,,24 HOURS,METRO,1, 1672938456009,
673,-85.759898951869,38.251404383792,674,MPW005656,SIG005656,ARMORY,MUHAMMAD ALI,,,24 HOURS,METRO,1, 1674301677012,
674,-85.7591542015897,38.2513264690352,675,MPW005687,SIG005687,5TH,MUHAMMAD ALI,,,24 HOURS,METRO,1, 1674422077012,
675,-85.751565243776,38.256082130026,676,MPW006008,SIG006008,N 1ST ST,W MAIN ST,US-31W,17.789,24 HOURS,KYTC,1, 1675922222223,
676,-85.750632445851,38.2523624885168,677,MPW006050,SIG006050,BROOK,LIBERTY,,,24 HOURS,METRO,1, 1677407073844,
677,-85.7488525962614,38.2502038679326,678,MPW006108,SIG006108,FLOYD,MUHAMMAD ALI,,,24 HOURS,METRO,1, 1678222547011,
678,-85.7683534464052,38.2565116934605,679,MPW005153,SIG005153,11TH,MARKET,US-31W,21.192,24 HOURS,KYTC,1, 1679618994214,
679,-85.7702519879709,38.255299360306,680,MPW005040,SIG005040,JEFFERSON,12TH,,,24 HOURS,METRO,1, 1680233276566,
680,-85.7728039572795,38.2505996709189,681,MPW004882,SIG004882,CHESTNUT,13TH,,,24 HOURS,METRO,1, 1683311146442,
681,-85.8141982874022,38.2248847017351,682,MPW002520,SIG002520,ALGONQUIN,35TH,KY-2054,1.208,24 HOURS,KYTC,1, 1695300616448,
682,-85.8093252542255,38.2244078176939,683,MPW002764,SIG002764,ALGONQUIN,CANE RUN,KY-2054,0.072,24 HOURS,KYTC,1, 1695500610934,
683,-85.7835622649377,38.2665655862692,684,MPW004214,SIG004214,BANK,22ND,US-150,0.25,24 HOURS,KYTC,1, 1713203706579,
684,-85.807881367825,38.2721435576984,685,MPW002851,SIG002851,37TH,I 264 RAMP,KY-3082,0.118,24 HOURS,KYTC,1, 1718364579995,
685,-85.8269704424247,38.2505375671875,686,MPW002007,SIG002007,BROADWAY,SOUTHWESTERN,,,24 HOURS,METRO,1, 1733507027120,
686,-85.7684422542563,38.1818232906104,687,MPW005052,SIG005052,SOUTHERN,WOODLAWN,KY-1020,7.837,24 HOURS,KYTC,1, 1819160527292,
687,-85.7882712014078,38.1794246979122,688,MPW003812,SIG003812,BLUEGRASS,HAZELWOOD,,,24 HOURS,METRO,1, 1823505722861,
688,-85.7145065121254,38.1763291937461,689,MPW007306,SIG007306,ORCHARD,PRESTON,KY-61,7.025,24 HOURS,KYTC,1, 1835847905144,
689,-85.6886608936403,38.1707193841957,690,MPW008481,SIG008481,INDIAN,JEANINE,,,24 HOURS,METRO,1,2,
690,-85.7647354083295,38.1695525500024,691,MPW005287,SIG005287,ROCHESTER,SOUTHSIDE,KY-1020,6.865,24 HOURS,KYTC,1, 1858755566068,
691,-85.7006332358214,38.1629761386829,692,MPW007825,SIG007825,BENNETT,PRESTON,KY-61,6.08,24 HOURS,KYTC,1, 1875304925144,
692,-85.8019475651004,38.1554067429389,693,MPW003010,SIG003010,MANSLICK,PALATKA,KY-1931,5.48,24 HOURS,KYTC,1, 1886641634939,
693,-85.7628307362963,38.1429884238841,694,MPW005371,SIG005371,SAM,OLDE NANTUCKET,,,24 HOURS,METRO,1, 1906058178837,
694,-85.6750032999359,38.1401382698127,695,MPW009033,SIG009033,BATES,JEFFERSON,,,24 HOURS,METRO,1, 1915604108339,
695,-85.675149010052,38.138013379606,696,MPW009026,SIG009026,OUTER,JEFFERSON,KY-1065,6.69,24 HOURS,KYTC,1, 1922648158339,
696,-85.6841706608802,38.1337742092645,697,MPW008645,SIG008645,BLUE LICK,PRESTON,KY-61,3.62,24 HOURS,KYTC,1, 1933305775144,
697,-85.6773875392606,38.1938113790593,698,MPW008972,SIG008972,CHAMPIONS TRACE,NEWBURG,KY-1703,1.43,24 HOURS,KYTC,1, 2019238044552,
698,-85.6792261116711,38.124364507465,699,MPW008817,SIG008817,MILES,COOPER VILLAGE,KY-61,2.91,24 HOURS,KYTC,1, 2060843796778,
699,-85.7775834250228,38.1559241541999,700,MPW004448,SIG004448,NEW CUT,PARK,KY-1865,3.383,24 HOURS,KYTC,1, 2076145534965,
700,-85.682217198936,38.1846911239703,701,MPW008748,SIG008748,JENNINGS,PRODUCE,,,24 HOURS,METRO,1, 2084633335161,
701,-85.8160519234434,38.1809413121284,702,MPW002380,SIG002380,DIXIE,HEATON,US-31W,14.45,24 HOURS,KYTC,1, 2089116122869,
702,-85.7753731472171,38.1176251225927,703,MPW004551,SIG004551,NEW CUT,OLD NEW CUT,KY-1865,0.61,24 HOURS,KYTC,1, 211374553D664,
703,-85.8369916277358,38.1130119030453,704,MPW001633,SIG001633,STONESTREET,3RD STREET,KY-907,1.92,24 HOURS,KYTC,1, 2240161796440,
704,-85.8684675538461,38.1049101700676,705,MPW018011,SIG018011,DIXIE,VESPER,US-31W,8.42,24 HOURS,KYTC,1, 2309416126901,
705,-85.8798391640319,38.0853901260685,706,MPW000312,SIG000312,DIXIE,FLOWERVALE,US-31W,6.9,24 HOURS,KYTC,1, 2338516122252,
706,-85.8749888899468,38.093747227968,707,MPW000438,SIG000438,DIXIE,GREENBELT RAMP,US-31W,7.35,24 HOURS,KYTC,1, 240231612D789,
707,-85.5936816094048,38.2133136936538,708,MPW013727,SIG013727,HURSTBOURNE,SHANE,KY-1747,10.82,24 HOURS,KYTC,1, 244589126D886,
708,-85.6399177000262,38.1717385225492,709,MPW011008,SIG011008,FEGENBUSH,BURNT PINE,,,24 HOURS,METRO,1,2,
709,-85.6434457911128,38.1194371129029,710,MPW010731,SIG010731,I 265 RAMP,SMYRNA,I-265,13.54,24 HOURS,KYTC,1,2785299966026,
710,-85.6436305082034,38.1168803584561,711,MPW010715,SIG010715,I 265 RAMP,SMYRNA,I-265,13.54,24 HOURS,KYTC,1,2785199966026,
711,-85.7761258398438,38.1263939349099,712,MPW004519,SIG004519,NEW CUT,OUTER,KY-1065,1.03,24 HOURS,KYTC,1, 2775445534815,
712,-85.6584944368316,38.2000272592342,713,MPW017873,SIG017873,GREEN MEADOWS,HIKES,,,24 HOURS,METRO,1,  379827122930,
713,-85.6490158034942,38.1779403609316,714,MPW017881,SIG017881,BUECHEL BANK,COTTAGEMEADOW,,,24 HOURS,METRO,1,2,
714,-85.6806003831995,38.2486636754831,715,MPW008865,SIG008865,GARDEN,LEXINGTON,US-60,9.225,24 HOURS,KYTC,1, 1522424703838,
715,-85.7994711160014,38.2060321139831,716,MPW003155,SIG003155,DIXIE,RALPH,US-31W,16.41,24 HOURS,KYTC,1, 1528016125394,
716,-85.7222400678667,38.2555031504356,717,MPW007121,SIG007121,MELLWOOD,SPRING,US-42,0.587,24 HOURS,KYTC,1, 1550943266095,
717,-85.7360233240382,38.2529720511369,718,MPW006668,SIG006668,CAMPBELL,MARKET,US-31W,16.825,24 HOURS,KYTC,1, 1552509244213,
718,-85.7665143064303,38.2468741720136,719,MPW005264,SIG005264,BROADWAY,9TH,US-150,1.929,24 HOURS,KYTC,1, 1555207024569,
719,-85.759530926031,38.2491346275159,720,MPW005672,SIG005672,CHESTNUT,5TH,,,24 HOURS,METRO,1, 1561911142207,
720,-85.6998822908334,38.2537546573506,721,MPW007959,SIG007959,EWING,FRANKFORT,US-60,1.12,24 HOURS,KYTC,1, 1565819942323,
721,-85.756670083058,38.2200570432543,722,MPW005768,SIG005768,BRANDEIS,BROOK,,,24 HOURS,METRO,1, 1576806470707,
722,-85.7614218332559,38.2192968362345,723,MPW005546,SIG005546,BRANDEIS,3RD,KY-1020,10.235,24 HOURS,KYTC,1, 1576906486438,
